ID,POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,RATEAREA,SFPARKAREA,STREET_NUM,STREETNAME,STREET_SEG,Location
197,563-03340,563-03004,34,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,334,MCALLISTER ST,8893000,"(37.780499, -122.417596)"
198,724-00230,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,23,WILLOW ST,13662000,"(37.783645, -122.418456)"
199,386-02031,386-02030,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,203,DRUMM ST,4972000,"(37.795578, -122.396902)"
200,561-02121,561-02120,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,212,MAIN ST,8629000,"(37.790211, -122.39302)"
201,691-17200,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1720,UNION ST,12866000,"(37.79812, -122.427875)"
202,841-00360,841-00002,36,Black,MS,N,N,PORT,ON,0,PortMC1, ,36,GREEN ST,6438001,"(37.800688, -122.400121)"
203,359-05321,359-05320,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,532,CLAY ST,4085000,"(37.794824, -122.402512)"
204,442-05450,-,0,Black,SS,N,N,SFMTA,ON,0,MC5,Civic Center,545,GOLDEN GATE AVE,6265000,"(37.780994, -122.420195)"
205,663-33340,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,Marina,3334,STEINER ST,12156000,"(37.800509, -122.437802)"
206,542-10241,542-10240,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,1024,LARKIN ST,8135000,"(37.787674, -122.418322)"
207,611-03790,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,379,PARNASSUS AVE,10293000,"(37.763587, -122.457215)"
208,826-06720,826-06002,72,Black,MS,N,N,PORT,ON,0,PortMC1, ,672,DELANCEY ST,117000,"(37.782913, -122.389121)"
209,826-06740,826-06002,74,Black,MS,N,N,PORT,ON,0,PortMC1, ,674,DELANCEY ST,117000,"(37.782903, -122.389109)"
210,463-00391,463-00390,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,39,HAWTHORNE ST,6809000,"(37.784929, -122.398064)"
211,331-06750,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,675,BRYANT ST,3285000,"(37.778065, -122.399804)"
212,691-16300,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1630,UNION ST,12865000,"(37.798279, -122.426623)"
213,216-31130,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,Mission,3113,16TH ST,732000,"(37.764801, -122.422665)"
214,573-01391,573-01390,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,139,ALICE B TOKLAS PL,9472000,"(37.785232, -122.421004)"
215,211-00071,211-00070,1,Black,MS,N,N,SFMTA,ON,0,MC2, ,7,11TH ST,508000,"(37.775404, -122.418319)"
216,209-04360,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,436,09TH ST,457000,"(37.771677, -122.409155)"
217,561-02191,561-02190,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,219,MAIN ST,8629000,"(37.790438, -122.393048)"
218,705-06051,705-06050,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,605,VALLEJO ST,13092000,"(37.798696, -122.407452)"
219,447-01161,447-01160,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,116,GREENWICH ST,6485000,"(37.803236, -122.402512)"
220,687-00570,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,57,TAPIA DR,12375000,"(37.721658, -122.480577)"
221,324-10021,324-10020,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,1002,BATTERY ST,2765000,"(37.80056, -122.401368)"
222,211-03431,211-03430,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,343,11TH ST,515000,"(37.771042, -122.41285)"
223,363-01240,-,0,Black,SS,N,N,SFMTA,ON,0,MC2, ,124,COLUMBUS AVE,4288000,"(37.796707, -122.404839)"
224,612-17300,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1730,POLK ST,10572000,"(37.793005, -122.4211)"
225,440-06140,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,614,GEARY ST,6114000,"(37.786705, -122.413872)"
226,681-06040,-,0,Black,SS,N,N,SFMTA,ON,0,MC1, ,604,TAYLOR ST,12434000,"(37.788005, -122.411653)"
227,352-04291,352-04290,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,429,CASTRO ST,3790000,"(37.761585, -122.434962)"
228,567-00961,567-00960,1,Black,MS,N,N,SFMTA,ON,0,MC1, ,96,MINT ST,9064000,"(37.782233, -122.407337)"
229,700-12600,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,Mission,1260,VALENCIA ST,13072000,"(37.752295, -122.420789)"
230,561-02151,561-02150,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,215,MAIN ST,8629000,"(37.790581, -122.393226)"
231,224-31630,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,3163,24TH ST,1341000,"(37.752343, -122.41569)"
232,701-18080,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1808,VAN NESS AVE,13160201,"(37.792462, -122.42259)"
233,700-12580,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,Mission,1258,VALENCIA ST,13072000,"(37.752306, -122.420789)"
234,440-22160,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,2216,GEARY BLVD,6044201,"(37.783383, -122.440012)"
235,350-32320,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,3232,CALIFORNIA ST,3566000,"(37.787167, -122.448181)"
236,328-01570,-,0,Black,SS,N,N,SFMTA,ON,0,MC5,Downtown,157,BEALE ST,2864000,"(37.790144, -122.394396)"
237,651-00268,651-00260,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,26,SANSOME ST,11542000,"(37.791012, -122.400633)"
238,331-05850,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,585,BRYANT ST,3284000,"(37.779734, -122.397689)"
239,440-46280,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,4628,GEARY BLVD,6066201,"(37.780921, -122.469477)"
240,563-03280,563-03004,28,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,328,MCALLISTER ST,8893000,"(37.780503, -122.417561)"
241,611-03750,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,375,PARNASSUS AVE,10293000,"(37.763591, -122.4572)"
242,561-02211,561-02210,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,221,MAIN ST,8629000,"(37.790369, -122.392961)"
243,460-02011,460-02010,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,201,HALLECK ST,6633000,"(37.793502, -122.401384)"
244,328-01250,-,0,Black,SS,N,N,SFMTA,ON,0,MC5,Downtown,125,BEALE ST,2864000,"(37.790646, -122.395025)"
245,328-01310,-,0,Black,SS,N,N,SFMTA,ON,0,MC5,Downtown,131,BEALE ST,2864000,"(37.790619, -122.394991)"
246,569-19131,569-19130,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,1913,MARKET ST,8761101,"(37.770312, -122.425153)"
247,469-17400,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1740,HOLLOWAY AVE,6998201,"(37.72101, -122.480387)"
248,384-07060,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,706,DIVISADERO ST,4804201,"(37.776094, -122.437918)"
249,720-05311,720-05310,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,531,WASHINGTON ST,13409000,"(37.795523, -122.402797)"
250,202-03340,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,334,02ND ST,139000,"(37.784787, -122.395909)"
251,542-03220,542-03002,22,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,322,LARKIN ST,8123000,"(37.781111, -122.417)"
252,423-01340,423-01004,34,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,134,FULTON ST,5881000,"(37.779856, -122.415701)"
253,720-05341,720-05340,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,534,WASHINGTON ST,13409000,"(37.795629, -122.402972)"
254,209-04600,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,460,09TH ST,458000,"(37.771385, -122.408789)"
255,563-03300,563-03004,30,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,330,MCALLISTER ST,8893000,"(37.780502, -122.417573)"
256,204-03090,-,0,Black,SS,N,N,SFMTA,ON,0,MC5,South Embarcadero,309,04TH ST,256000,"(37.781926, -122.400889)"
257,216-31110,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,Mission,3111,16TH ST,732000,"(37.764802, -122.422654)"
258,612-03500,612-03006,50,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,350,POLK ST,10549000,"(37.780051, -122.41842)"
259,209-04560,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,456,09TH ST,458000,"(37.771401, -122.408808)"
260,386-02061,386-02060,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,206,DRUMM ST,4972000,"(37.795706, -122.396675)"
261,328-01530,-,0,Black,SS,N,N,SFMTA,ON,0,MC5,Downtown,153,BEALE ST,2864000,"(37.790173, -122.394432)"
262,686-06081,686-06080,1,Black,MS,N,N,SFMTA,ON,0,MC5,Civic Center,608,TURK ST,12723000,"(37.782187, -122.419361)"
263,686-07121,686-07120,1,Black,MS,N,N,SFMTA,ON,0,MC5,Civic Center,712,TURK ST,12724000,"(37.781947, -122.42124)"
264,614-18271,614-18270,1,Black,MS,N,N,SFMTA,ON,0,MC5,Fillmore,1827,POST ST,10646000,"(37.785174, -122.432412)"
265,354-20490,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,Marina,2049,CHESTNUT ST,3978000,"(37.800565, -122.437729)"
266,701-05160,701-05004,16,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,516,VAN NESS AVE,13147202,"(37.780658, -122.420203)"
267,209-04580,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,458,09TH ST,458000,"(37.77139, -122.408795)"
268,542-03240,542-03002,24,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,324,LARKIN ST,8123000,"(37.781134, -122.417005)"
269,568-02391,568-02390,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,239,MISSION ST,9085000,"(37.791306, -122.395474)"
270,658-00301,658-00300,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,30,SPEAR ST,12044000,"(37.79329, -122.39513)"
271,651-00287,651-00280,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,28,SANSOME ST,11542000,"(37.79109, -122.400649)"
272,684-01260,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,126,TOWNSEND ST,12657000,"(37.780072, -122.391362)"
273,561-00071,561-00070,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,7,MAIN ST,8627000,"(37.792911, -122.396144)"
274,561-00131,561-00130,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,13,MAIN ST,8627000,"(37.792847, -122.396064)"
275,108-02960,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,296,08TH AVE,388000,"(37.782987, -122.466504)"
276,469-17580,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1758,HOLLOWAY AVE,6998201,"(37.721013, -122.480485)"
277,525-00314,525-00300,14,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,31,KAPLAN LN,7741000,"(37.784985, -122.398929)"
278,208-06630,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,663,08TH ST,417000,"(37.770204, -122.403973)"
279,561-02061,561-02060,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,206,MAIN ST,8629000,"(37.790373, -122.393223)"
280,501-01161,501-01160,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,116,JESSIE ST,7517000,"(37.788119, -122.400817)"
281,440-46300,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,4630,GEARY BLVD,6066201,"(37.780921, -122.469494)"
282,208-02471,208-02470,1,Black,MS,N,N,SFMTA,ON,0,MC2, ,247,08TH ST,411000,"(37.775432, -122.410473)"
283,331-09011,331-09010,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,901,BRYANT ST,3293000,"(37.774127, -122.404781)"
284,211-03141,211-03140,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,314,11TH ST,515000,"(37.771453, -122.413658)"
285,324-05031,324-05030,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,503,BATTERY ST,2760000,"(37.795978, -122.400596)"
286,359-05361,359-05360,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,536,CLAY ST,4085000,"(37.794792, -122.402766)"
287,658-00361,658-00360,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,36,SPEAR ST,12044000,"(37.793227, -122.39505)"
288,420-02410,-,0,Black,SS,N,N,SFMTA,ON,0,MC5,Downtown,241,FREMONT ST,5863001,"(37.788618, -122.39423)"
289,202-05420,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,542,02ND ST,144000,"(37.78256, -122.393119)"
290,691-17160,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1716,UNION ST,12866000,"(37.798126, -122.427827)"
291,202-05520,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,552,02ND ST,144000,"(37.782522, -122.393071)"
292,590-00390,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,Civic Center,39,OAK ST,9750000,"(37.775194, -122.420703)"
293,411-00260,411-00004,26,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,26,FELL ST,5439000,"(37.776533, -122.418746)"
294,569-21261,569-21260,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,2126,MARKET ST,8764201,"(37.766967, -122.429838)"
295,562-26090,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,Fisherman's Wharf,2609,MASON ST,8840000,"(37.807806, -122.414107)"
296,681-07181,681-07180,1,Black,MS,N,N,SFMTA,ON,0,MC1, ,718,TAYLOR ST,12437000,"(37.789392, -122.411942)"
297,501-01081,501-01080,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,108,JESSIE ST,7517000,"(37.788299, -122.400589)"
298,442-05430,-,0,Black,SS,N,N,SFMTA,ON,0,MC5,Civic Center,543,GOLDEN GATE AVE,6265000,"(37.780996, -122.42018)"
299,612-03120,612-03002,12,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,312,POLK ST,10549000,"(37.779512, -122.418311)"
300,859-00400,-,0,Black,SS,Y,N,PORT,ON,0,PortMC1, ,40,NORTH POINT ST,9686000,"(37.807337, -122.408066)"
301,224-31300,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,3130,24TH ST,1340000,"(37.752492, -122.415047)"
302,490-10170,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1017,IRVING ST,7288000,"(37.763853, -122.468809)"
303,606-15181,606-15180,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,1518,PINE ST,10477000,"(37.789621, -122.421027)"
304,701-18100,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1810,VAN NESS AVE,13160201,"(37.792486, -122.422594)"
305,619-00250,619-00003,25,Black,MS,Y,N,SFMTA,ON,0,MC3, ,25,PETER YORKE WAY,10384000,"(37.785692, -122.424052)"
306,700-04121,700-04120,1,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,412,VALENCIA ST,13058000,"(37.766197, -122.422117)"
307,418-05031,418-05030,1,Black,MS,N,N,SFMTA,ON,0,MC5,South Embarcadero,503,FOLSOM ST,5657000,"(37.787097, -122.39458)"
308,684-01280,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,128,TOWNSEND ST,12657000,"(37.780063, -122.391373)"
309,684-01400,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,140,TOWNSEND ST,12657000,"(37.779915, -122.39156)"
310,651-00188,651-00180,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,18,SANSOME ST,11542000,"(37.790858, -122.400602)"
311,422-01050,-,0,Black,SS,N,N,SFMTA,ON,0,MC5,Downtown,105,FRONT ST,5868000,"(37.792539, -122.398696)"
312,444-03041,444-03040,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,304,GRANT AVE,6387000,"(37.789767, -122.405369)"
313,328-00511,328-00510,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,51,BEALE ST,2863000,"(37.791337, -122.395891)"
314,359-05171,359-05170,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,517,CLAY ST,4084000,"(37.794713, -122.402038)"
315,328-01270,-,0,Black,SS,N,N,SFMTA,ON,0,MC5,Downtown,127,BEALE ST,2864000,"(37.790636, -122.395012)"
316,561-02041,561-02040,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,204,MAIN ST,8629000,"(37.790427, -122.393291)"
317,691-17100,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1710,UNION ST,12866000,"(37.798143, -122.427693)"
318,401-07310,401-07001,31,Black,MS,N,N,SFMTA,ON,0,MC3, ,731,ELLIS ST,5178000,"(37.784061, -122.418683)"
319,542-03180,542-03002,18,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,318,LARKIN ST,8123000,"(37.781069, -122.416992)"
320,490-00070,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,7,IRVING ST,7278000,"(37.764355, -122.45779)"
321,666-24080,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,2408,SUTTER ST,12343000,"(37.78524, -122.440357)"
322,611-03770,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,377,PARNASSUS AVE,10293000,"(37.763589, -122.457208)"
323,568-14000,-,0,Black,SS,N,N,SFMTA,ON,0,MC2, ,1400,MISSION ST,9108000,"(37.775218, -122.416105)"
324,658-00481,658-00480,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,48,SPEAR ST,12044000,"(37.793086, -122.394873)"
325,418-01020,-,0,Black,SS,N,N,SFMTA,ON,0,MC5,South Embarcadero,102,FOLSOM ST,5651000,"(37.790054, -122.391144)"
326,563-03240,563-03004,24,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,324,MCALLISTER ST,8893000,"(37.780506, -122.417538)"
327,469-17560,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1756,HOLLOWAY AVE,6998201,"(37.721013, -122.480474)"
328,847-05140,-,0,Black,SS,Y,N,PORT,ON,0,PortMC1, ,514,JEFFERSON ST,7460000,"(37.807628, -122.420967)"
329,202-05440,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,544,02ND ST,144000,"(37.782552, -122.39311)"
330,667-01530,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,153,SOUTH VAN NESS AVE,12017101,"(37.771421, -122.41794)"
331,462-18020,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1802,HAIGHT ST,6624000,"(37.769422, -122.452012)"
332,686-06061,686-06060,1,Black,MS,N,N,SFMTA,ON,0,MC5,Civic Center,606,TURK ST,12723000,"(37.782196, -122.419289)"
333,590-00640,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,Civic Center,64,OAK ST,9750000,"(37.775316, -122.42081)"
334,340-00044,340-00040,4,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,4,BLUXOME ST,2993000,"(37.777601, -122.395991)"
335,700-07471,700-07470,1,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,747,VALENCIA ST,13064000,"(37.760725, -122.421377)"
336,462-18070,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1807,HAIGHT ST,6624000,"(37.769295, -122.452037)"
337,210-01211,210-01210,1,Black,MS,N,N,SFMTA,ON,0,MC2, ,121,10TH ST,484000,"(37.77493, -122.415333)"
338,386-02121,386-02120,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,212,DRUMM ST,4972000,"(37.79586, -122.396707)"
339,651-00091,651-00090,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,9,SANSOME ST,11542000,"(37.790692, -122.400726)"
340,857-17070,857-17001,7,Black,MS,N,N,PORT,ON,0,PortMC1, ,1707,MONTGOMERY ST,9321000,"(37.804916, -122.405262)"
341,469-17480,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1748,HOLLOWAY AVE,6998201,"(37.721011, -122.480431)"
342,524-02461,524-02460,1,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,246,KING ST,7833201,"(37.777379, -122.392998)"
343,700-05320,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,Mission,532,VALENCIA ST,13060000,"(37.764078, -122.421914)"
344,440-06160,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,616,GEARY ST,6114000,"(37.786703, -122.413892)"
345,209-04400,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,440,09TH ST,458000,"(37.771648, -122.409118)"
346,442-02041,442-02040,1,Black,MS,N,N,SFMTA,ON,0,MC2, ,204,GOLDEN GATE AVE,6261000,"(37.781906, -122.414057)"
347,701-05180,701-05004,18,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,518,VAN NESS AVE,13147202,"(37.780669, -122.420205)"
348,202-05540,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,554,02ND ST,144000,"(37.782514, -122.393062)"
349,525-00409,525-00400,9,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,40,KAPLAN LN,7741000,"(37.784963, -122.399116)"
350,612-03100,612-03002,10,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,310,POLK ST,10549000,"(37.779502, -122.418309)"
351,568-17461,568-17460,1,Black,MS,Y,N,SFMTA,ON,0,MC3, ,1746,MISSION ST,9113000,"(37.768693, -122.42011)"
352,218-40061,218-40060,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,4006,18TH ST,891000,"(37.760995, -122.434153)"
353,104-02960,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,296,04TH AVE,240000,"(37.783183, -122.462222)"
354,218-41131,218-41130,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,4113,18TH ST,892000,"(37.760803, -122.435549)"
355,336-11040,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1104,BUSH ST,3441000,"(37.789368, -122.415529)"
356,324-06211,324-06210,1,Black,MS,N,N,SFMTA,ON,0,MC2, ,621,BATTERY ST,2761000,"(37.79743, -122.400897)"
357,687-00650,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,65,TAPIA DR,12375000,"(37.721622, -122.480579)"
358,583-02671,583-02670,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,267,NOE ST,9611000,"(37.764523, -122.433045)"
359,606-15281,606-15280,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,1528,PINE ST,10477000,"(37.789591, -122.421258)"
360,562-01021,562-01020,1,Black,MS,N,N,SFMTA,ON,0,MC1, ,102,MASON ST,8800000,"(37.784465, -122.409268)"
361,661-01241,661-01240,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,124,STEVENSON ST,12166000,"(37.788479, -122.401295)"
362,590-00450,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,Civic Center,45,OAK ST,9750000,"(37.775179, -122.420815)"
363,354-20331,354-20330,1,Black,MS,N,N,SFMTA,ON,0,MC5,Marina,2033,CHESTNUT ST,3978000,"(37.800608, -122.43739)"
364,663-33320,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,Marina,3332,STEINER ST,12156000,"(37.800502, -122.4378)"
365,216-31480,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,Mission,3148,16TH ST,734000,"(37.764905, -122.423223)"
366,890-00210,890-00001,21,Black,MS,N,N,PORT,OFF,890,PortMC1, ,0,TERRY A FRANCOIS BLVD,12531000,"(37.77604, -122.387293)"
367,567-00941,567-00940,1,Black,MS,N,N,SFMTA,ON,0,MC1, ,94,MINT ST,9064000,"(37.78229, -122.407411)"
368,109-13430,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1343,09TH AVE,432000,"(37.762906, -122.466311)"
369,208-02571,208-02570,1,Black,MS,N,N,SFMTA,ON,0,MC2, ,257,08TH ST,411000,"(37.775269, -122.410271)"
370,470-11720,-,0,Black,SS,N,N,SFMTA,ON,0,MC2, ,1172,HOWARD ST,7049000,"(37.776805, -122.411012)"
371,440-06180,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,618,GEARY ST,6114000,"(37.786701, -122.413908)"
372,658-00421,658-00420,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,42,SPEAR ST,12044000,"(37.793168, -122.394976)"
373,418-01040,-,0,Black,SS,N,N,SFMTA,ON,0,MC5,South Embarcadero,104,FOLSOM ST,5651000,"(37.790044, -122.391157)"
374,684-01740,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,174,TOWNSEND ST,12657000,"(37.77942, -122.392187)"
375,504-03130,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,313,JUDAH ST,7643000,"(37.762126, -122.465723)"
376,819-00220,819-00002,22,Black,MS,N,N,PORT,ON,0,PortMC1, ,22,BROADWAY,3142000,"(37.798977, -122.398583)"
377,667-01470,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,147,SOUTH VAN NESS AVE,12017101,"(37.77154, -122.417978)"
378,415-14501,415-14500,1,Black,MS,N,N,SFMTA,ON,0,MC5,Fillmore,1450,FILLMORE ST,5546000,"(37.783259, -122.432631)"
379,569-22112,569-22110,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,2211,MARKET ST,8766101,"(37.765378, -122.431407)"
380,700-09251,700-09250,1,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,925,VALENCIA ST,13067000,"(37.757823, -122.421099)"
381,469-17640,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1764,HOLLOWAY AVE,6998201,"(37.721014, -122.480517)"
382,612-03480,612-03006,48,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,348,POLK ST,10549000,"(37.78004, -122.418417)"
383,650-36200,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,3620,SACRAMENTO ST,11268000,"(37.787531, -122.452557)"
384,307-03050,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,Civic Center,305,ASH ST,2507000,"(37.77922, -122.423175)"
385,864-04210,-,0,Black,SS,Y,N,PORT,ON,0,PortMC1, ,421,SPEAR ST,12048000,"(37.788482, -122.388853)"
386,224-31610,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,3161,24TH ST,1341000,"(37.752344, -122.415675)"
387,667-01490,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,149,SOUTH VAN NESS AVE,12017101,"(37.771531, -122.417975)"
388,462-18080,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1808,HAIGHT ST,6624000,"(37.769417, -122.452049)"
389,109-13450,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1345,09TH AVE,432000,"(37.762892, -122.46631)"
390,224-30110,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,3011,24TH ST,1337000,"(37.752538, -122.412495)"
391,462-18100,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1810,HAIGHT ST,6624000,"(37.769416, -122.452061)"
